1,1,R,-8.258
1,1,L,-6.858
1,1,U,-7.159
1,1,D,-5.556
1,2,R,-9.455
1,2,L,-6.667
1,2,U,-8.044
1,2,D,-10.763
1,3,R,-10.228
1,3,L,-7.778
1,3,U,-9.723
1,3,D,-10.976
1,4,R,-11.058
1,4,L,-8.889
1,4,U,-10.224
1,4,D,-10.925
1,6,R,-0.000
1,6,L,-9.430
1,6,U,-3.900
1,6,D,-7.956
1,7,R,1.111
1,7,L,-3.600
1,7,U,-1.519
1,7,D,-7.956
1,8,R,2.222
1,8,L,-0.922
1,8,U,0.441
1,8,D,-10.763
1,9,R,1.103
1,9,L,1.070
1,9,U,2.178
1,9,D,3.333
1,10,R,-0.321
1,10,L,2.222
1,10,U,1.064
1,10,D,-10.457
2,1,R,-11.058
2,1,L,-5.742
2,1,U,-6.862
2,1,D,-4.444
2,9,R,-11.096
2,9,L,-11.091
2,9,U,2.209
2,9,D,4.444
3,1,R,-3.580
3,1,L,-4.493
3,1,U,-5.705
3,1,D,-3.333
3,2,R,-5.159
3,2,L,-6.107
3,2,U,-9.430
3,2,D,-2.222
3,3,R,-6.121
3,3,L,-5.147
3,3,U,-9.884
3,3,D,-1.111
3,4,R,-0.000
3,4,L,-4.407
3,4,U,-7.956
3,4,D,-8.808
3,5,R,1.111
3,5,L,-1.549
3,5,U,-9.430
3,5,D,-0.514
3,6,R,2.222
3,6,L,-0.225
3,6,U,-9.884
3,6,D,1.506
3,7,R,-10.215
3,7,L,0.179
3,7,U,-10.215
3,7,D,3.333
3,9,R,-11.107
3,9,L,-11.012
3,9,U,3.320
3,9,D,5.556
