1,1,R,-14.444
1,1,L,-14.824
1,1,U,-14.988
1,1,D,-14.444
1,2,R,-13.333
1,2,L,-14.367
1,2,U,-14.306
1,2,D,-13.333
1,3,R,-12.222
1,3,L,-14.191
1,3,U,-13.019
1,3,D,-12.222
1,4,R,-12.125
1,4,L,-12.963
1,4,U,-12.114
1,4,D,-11.111
1,5,R,-12.356
1,5,L,-12.222
1,5,U,-12.844
1,5,D,-12.222
1,6,R,-12.222
1,6,L,-12.605
1,6,U,-12.580
1,6,D,-12.222
1,7,R,-12.740
1,7,L,-12.442
1,7,U,-11.811
1,7,D,-11.111
1,8,R,-12.507
1,8,L,-12.222
1,8,U,-12.877
1,8,D,-12.222
1,9,R,-12.222
1,9,L,-12.966
1,9,U,-12.697
1,9,D,-12.222
1,10,R,-13.218
1,10,L,-12.441
1,10,U,-12.140
1,10,D,-11.111
1,11,R,-13.904
1,11,L,-12.222
1,11,U,-13.013
1,11,D,-12.222
1,12,R,-14.819
1,12,L,-13.333
1,12,U,-13.695
1,12,D,-13.333
1,13,R,-16.088
1,13,L,-14.444
1,13,U,-15.036
1,13,D,-14.444
2,1,R,-13.333
2,1,L,-14.444
2,1,U,-15.535
2,1,D,-15.534
2,2,R,-12.222
2,2,L,-14.435
2,2,U,-14.444
2,2,D,-14.442
2,3,R,-11.111
2,3,L,-13.333
2,3,U,-13.333
2,3,D,-13.333
2,5,R,-12.093
2,5,L,-11.111
2,5,U,-12.164
2,5,D,-12.666
2,6,R,-11.111
2,6,L,-11.787
2,6,U,-12.973
2,6,D,-12.906
2,8,R,-11.816
2,8,L,-11.111
2,8,U,-12.691
2,8,D,-12.736
2,9,R,-11.111
2,9,L,-11.822
2,9,U,-12.533
2,9,D,-12.320
2,11,R,-13.270
2,11,L,-11.111
2,11,U,-13.330
2,11,D,-13.331
2,12,R,-14.434
2,12,L,-12.222
2,12,U,-14.415
2,12,D,-14.437
2,13,R,-15.477
2,13,L,-13.333
2,13,U,-15.207
2,13,D,-15.482
3,1,R,-14.444
3,1,L,-15.556
3,1,U,-14.444
3,1,D,-16.666
3,2,R,-13.333
3,2,L,-15.431
3,2,U,-13.333
3,2,D,-14.432
3,3,R,-12.222
3,3,L,-14.278
3,3,U,-12.222
3,3,D,-13.263
3,4,R,-13.064
3,4,L,-12.222
3,4,U,-11.111
3,4,D,-11.973
3,5,R,-12.595
3,5,L,-12.222
3,5,U,-12.222
3,5,D,-12.585
3,6,R,-12.222
3,6,L,-12.351
3,6,U,-12.222
3,6,D,-13.073
3,7,R,-13.094
3,7,L,-12.626
3,7,U,-11.111
3,7,D,-12.129
3,8,R,-12.428
3,8,L,-12.222
3,8,U,-12.222
3,8,D,-12.767
3,9,R,-12.222
3,9,L,-12.816
3,9,U,-12.222
3,9,D,-12.850
3,10,R,-12.914
3,10,L,-13.084
3,10,U,-11.111
3,10,D,-12.183
3,11,R,-13.644
3,11,L,-12.222
3,11,U,-12.222
3,11,D,-13.183
3,12,R,-15.199
3,12,L,-13.333
3,12,U,-13.333
3,12,D,-14.026
3,13,R,-15.967
3,13,L,-14.444
3,13,U,-14.444
3,13,D,-14.746
