1,1,R,8.544
1,1,L,-0.900
1,1,U,-0.900
1,1,D,-0.878
1,2,R,9.984
1,2,L,-0.381
1,2,U,-0.600
1,2,D,-0.819
1,3,R,11.111
1,3,L,2.093
1,3,U,-0.300
1,3,D,1.932
2,1,R,-1.403
2,1,L,-1.200
2,1,U,5.580
2,1,D,-1.166
2,3,R,-3.000
2,3,L,-0.300
2,3,U,9.983
2,3,D,2.497
3,1,R,-1.302
3,1,L,-1.500
3,1,U,0.914
3,1,D,-1.892
3,2,R,6.708
3,2,L,-1.067
3,2,U,-0.061
3,2,D,-0.900
3,3,R,-0.300
3,3,L,-0.440
3,3,U,8.771
3,3,D,-3.000
3,4,R,2.246
3,4,L,0.000
3,4,U,-3.000
3,4,D,9.884
